Store;DayOfWeek;Date;Sales;Customers;Open;Promo;StateHoliday;SchoolHoliday;StoreType;Assortment;CompetitionDistance;CompetitionOpenSinceMonth;CompetitionOpenSinceYear;Promo2;Promo2SinceWeek;Promo2SinceYear;PromoInterval;State;Latitude;Longitude
791;3;29.07.2015;7,881 €;744;1;1;0;1;a;a;5950;4;2007;0;;;;Hessen;50,73;9,37
792;3;29.07.2015;7,756 €;669;1;1;0;1;d;a;17280;10;2009;1;18;2011;Feb,May,Aug,Nov;Hessen;50,64;8,36
793;3;29.07.2015;5,823 €;485;1;1;0;1;d;a;2710;7;2006;0;;;;Niedersachsen;52,42;10,86
794;3;29.07.2015;3,191 €;510;1;1;0;1;c;c;5090;9;2006;0;;;;Mecklenburg-Vorpommern;53,9;11,9
795;3;29.07.2015;5,708 €;498;1;1;0;1;d;a;510;;;1;35;2010;Mar,Jun,Sept,Dec;Thueringen;50,43;10,43
796;3;29.07.2015;8,855 €;664;1;1;0;1;a;c;7180;11;2012;0;;;;Niedersachsen;52,95;10,11
797;3;29.07.2015;5,014 €;458;1;1;0;0;a;a;2090;10;2012;1;40;2014;Jan,Apr,Jul,Oct;Brandenburg;52,13;14,02
798;3;29.07.2015;7,613 €;900;1;1;0;1;a;a;9560;4;2001;0;;;;Bayern;48,28;11,04
799;3;29.07.2015;10,092 €;828;1;1;0;1;a;c;2700;;;0;;;;Sachsen;50,68;13,28
800;3;29.07.2015;4,783 €;427;1;1;0;1;d;a;2020;7;2014;0;;;;Bayern;48,27;11,45
801;3;29.07.2015;6,278 €;576;1;1;0;1;d;a;48330;4;2013;0;;;;Mecklenburg-Vorpommern;53,9;12,41
802;3;29.07.2015;7,392 €;483;1;1;0;1;a;c;910;;;1;22;2011;Feb,May,Aug,Nov;Nordrhein-Westfalen;52,15;8,94
803;3;29.07.2015;6,385 €;487;1;1;0;1;d;a;1760;;;1;10;2014;Mar,Jun,Sept,Dec;Bayern;48,73;13,38
804;3;29.07.2015;6,111 €;488;1;1;0;0;c;c;2100;;;1;1;2013;Jan,Apr,Jul,Oct;Brandenburg;52,17;13,8
805;3;29.07.2015;6,605 €;551;1;1;0;0;d;a;24770;10;2011;1;10;2014;Mar,Jun,Sept,Dec;Brandenburg;52,6;12,68
806;3;29.07.2015;9,879 €;612;1;1;0;0;d;a;260;;;1;44;2010;Feb,May,Aug,Nov;Niedersachsen;52,52;10,38
807;3;29.07.2015;10,248 €;964;1;1;0;1;a;a;3870;4;2008;0;;;;Bayern;50,07;10,57
808;3;29.07.2015;8,818 €;619;1;1;0;1;a;a;18620;;;1;31;2009;Feb,May,Aug,Nov;Niedersachsen;51,75;10,55
809;3;29.07.2015;10,889 €;817;1;1;0;1;a;a;12770;10;2000;0;;;;Mecklenburg-Vorpommern;53,74;10,98
810;3;29.07.2015;6,581 €;486;1;1;0;1;d;c;9640;11;2013;0;;;;Mecklenburg-Vorpommern;54,27;13,13
811;3;29.07.2015;4,334 €;701;1;1;0;1;a;a;410;9;2012;0;;;;Niedersachsen;52,68;9,63
812;3;29.07.2015;6,747 €;764;1;1;0;1;d;a;2590;9;2012;0;;;;Schleswig-Holstein;54,23;9,04
813;3;29.07.2015;6,656 €;672;1;1;0;0;a;a;1560;9;2003;0;;;;Bayern;48,23;12,33
814;3;29.07.2015;9,577 €;667;1;1;0;1;d;c;24530;7;2013;0;;;;Bayern;47,79;12,19
815;3;29.07.2015;6,604 €;583;1;1;0;0;a;a;590;1;1900;1;40;2014;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;51,62;8,06
816;3;29.07.2015;4,355 €;621;1;1;0;1;c;c;460;;;0;;;;Bayern;49,94;10,96
817;3;29.07.2015;21,556 €;2872;1;1;0;1;a;a;140;3;2006;0;;;;Rheinland-Pfalz;50,36;7
818;3;29.07.2015;6,383 €;579;1;1;0;1;d;a;490;;;1;35;2010;Mar,Jun,Sept,Dec;Brandenburg;52,06;14,17
819;3;29.07.2015;6,655 €;570;1;1;0;1;a;c;720;10;2014;0;;;;Bayern;49,85;9,87
820;3;29.07.2015;12,401 €;1063;1;1;0;0;a;c;1650;;;1;40;2014;Jan,Apr,Jul,Oct;Rheinland-Pfalz;49,14;7,93
821;3;29.07.2015;6,814 €;802;1;1;0;1;a;a;1700;9;2009;0;;;;Bayern;49,31;12,26
822;3;29.07.2015;9,128 €;663;1;1;0;1;a;c;410;11;2010;1;48;2010;Mar,Jun,Sept,Dec;Niedersachsen;52,97;10,61
823;3;29.07.2015;6,685 €;576;1;1;0;1;a;c;16210;11;2010;0;;;;Bayern;48,48;10,24
824;3;29.07.2015;8,194 €;866;1;1;0;1;a;a;17570;;;0;;;;Niedersachsen;52,74;7,86
825;3;29.07.2015;5,633 €;598;1;1;0;0;a;a;380;5;2011;1;40;2014;Jan,Apr,Jul,Oct;Niedersachsen;51,81;10,09
826;3;29.07.2015;9,060 €;699;1;1;0;1;a;c;7980;6;2005;0;;;;Schleswig-Holstein;54,42;9,01
827;3;29.07.2015;15,295 €;1862;1;1;0;1;a;c;250;1;2005;0;;;;Niedersachsen;53,73;9,21
828;3;29.07.2015;5,884 €;564;1;1;0;1;d;c;3290;12;2014;0;;;;Bayern;48,73;12,1
829;3;29.07.2015;6,469 €;824;1;1;0;1;c;a;110;;;0;;;;Niedersachsen;52,17;8,16
830;3;29.07.2015;8,062 €;641;1;1;0;1;a;c;6320;;;1;5;2011;Jan,Apr,Jul,Oct;Brandenburg;53,14;13,76
831;3;29.07.2015;14,535 €;1569;1;1;0;1;a;a;800;6;2007;0;;;;Baden-Wuerttemberg;49,41;9,36
832;3;29.07.2015;8,099 €;582;1;1;0;1;d;a;5070;;;1;45;2009;Feb,May,Aug,Nov;Sachsen;51,57;12,99
833;3;29.07.2015;6,023 €;507;1;1;0;1;d;c;3290;12;1999;1;35;2010;Mar,Jun,Sept,Dec;Bayern;48,68;11,94
834;3;29.07.2015;6,461 €;657;1;1;0;1;a;a;3470;3;2012;0;;;;Nordrhein-Westfalen;51,68;8,09
835;3;29.07.2015;5,327 €;584;1;1;0;1;a;a;2890;12;2007;1;10;2014;Mar,Jun,Sept,Dec;Rheinland-Pfalz;49,3;7,43
836;3;29.07.2015;7,271 €;779;1;1;0;1;a;a;2720;9;2012;0;;;;Nordrhein-Westfalen;51,28;6,45
837;3;29.07.2015;4,079 €;453;1;1;0;1;a;c;14600;4;2015;0;;;;Rheinland-Pfalz;49,93;6,76
838;3;29.07.2015;9,482 €;849;1;1;0;1;d;c;6890;;;1;48;2011;Mar,Jun,Sept,Dec;Thueringen;51,08;11,44
839;3;29.07.2015;4,616 €;559;1;1;0;1;c;a;240;1;2015;0;;;;Schleswig-Holstein;53,71;9,87
840;3;29.07.2015;7,548 €;966;1;1;0;1;a;a;1070;9;2009;0;;;;Bayern;48,27;12,53
841;3;29.07.2015;2,936 €;435;1;1;0;1;a;a;27650;8;2004;0;;;;Bayern;48,45;12,07
842;3;29.07.2015;22,190 €;1254;1;1;0;0;d;c;1200;11;2007;0;;;;Baden-Wuerttemberg;47,7;7,65
843;3;29.07.2015;8,730 €;962;1;1;0;1;c;a;60;4;2006;0;;;;Bayern;48,6;13,48
844;3;29.07.2015;4,970 €;476;1;1;0;1;a;a;2030;9;2012;1;18;2011;Feb,May,Aug,Nov;Niedersachsen;52,14;8,13
845;3;29.07.2015;5,313 €;321;1;1;0;1;d;a;7860;11;2005;1;14;2011;Jan,Apr,Jul,Oct;Bayern;48,83;11,99
846;3;29.07.2015;10,069 €;766;1;1;0;1;a;c;8860;4;2004;1;37;2009;Jan,Apr,Jul,Oct;Sachsen-Anhalt;51,68;12,56
847;3;29.07.2015;7,524 €;968;1;1;0;1;c;c;190;;;1;31;2013;Feb,May,Aug,Nov;Schleswig-Holstein;54,01;10,64
848;3;29.07.2015;9,723 €;904;1;1;0;0;a;c;370;7;2007;1;14;2011;Jan,Apr,Jul,Oct;Brandenburg;51,7;14,4
849;3;29.07.2015;9,502 €;874;1;1;0;1;c;c;5000;;;0;;;;Nordrhein-Westfalen;52,06;7,51
850;3;29.07.2015;5,898 €;545;1;1;0;1;d;a;1120;5;2007;1;31;2013;Jan,Apr,Jul,Oct;Hessen;51,44;8,98
851;3;29.07.2015;5,887 €;456;1;1;0;0;d;c;2330;;;1;49;2014;Mar,Jun,Sept,Dec;Bayern;49,91;12,26
852;3;29.07.2015;4,614 €;545;1;1;0;1;c;a;940;4;2004;1;14;2011;Jan,Apr,Jul,Oct;Bayern;50,42;11,42
853;3;29.07.2015;10,978 €;1107;1;1;0;0;a;a;14040;;;0;;;;Baden-Wuerttemberg;48,79;9,44
854;3;29.07.2015;5,977 €;583;1;1;0;1;c;a;4770;;;1;13;2010;Jan,Apr,Jul,Oct;Bayern;49,47;10,43
855;3;29.07.2015;7,667 €;692;1;1;0;0;a;a;3440;;;1;45;2009;Feb,May,Aug,Nov;Niedersachsen;53,57;7,55
856;3;29.07.2015;7,698 €;971;1;1;0;1;a;a;3020;2;2010;0;;;;Brandenburg;52,27;12,96
857;3;29.07.2015;8,975 €;964;1;1;0;1;c;a;6270;8;2005;1;23;2014;Mar,Jun,Sept,Dec;Bayern;48,23;10,59
858;3;29.07.2015;5,528 €;455;1;1;0;0;a;a;3370;12;2008;1;40;2014;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;49,14;10,23
859;3;29.07.2015;9,764 €;843;1;1;0;0;c;a;21770;7;2015;0;;;;Sachsen-Anhalt;51,86;12,64
860;3;29.07.2015;6,547 €;730;1;1;0;1;c;c;5980;2;2010;0;;;;Brandenburg;52,69;13,47
861;3;29.07.2015;4,556 €;620;1;1;0;1;c;c;740;;;1;14;2013;Mar,Jun,Sept,Dec;Niedersachsen;53,09;10,76
862;3;29.07.2015;9,178 €;1036;1;1;0;1;a;c;2840;3;2010;1;14;2011;Jan,Apr,Jul,Oct;Thueringen;51,33;10,12
863;3;29.07.2015;9,782 €;1075;1;1;0;1;a;c;21370;11;2010;0;;;;Sachsen;50,58;12,85
864;3;29.07.2015;5,535 €;679;1;1;0;0;a;a;1020;10;2012;1;45;2009;Feb,May,Aug,Nov;Schleswig-Holstein;53,94;10,48
865;3;29.07.2015;7,825 €;588;1;1;0;1;d;c;2640;;;0;;;;Thueringen;50,53;10,06
866;3;29.07.2015;8,134 €;514;1;1;0;1;d;a;9680;;;1;5;2013;Feb,May,Aug,Nov;Nordrhein-Westfalen;51,62;8,41
867;3;29.07.2015;5,938 €;501;1;1;0;1;d;c;21810;9;2012;0;;;;Bayern;47,96;12,3
868;3;29.07.2015;8,999 €;614;1;1;0;1;d;c;1360;8;2005;1;10;2014;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;53,46;14,18
869;3;29.07.2015;7,007 €;863;1;1;0;1;c;a;230;10;2001;1;14;2011;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;51,24;6,87
870;3;29.07.2015;7,383 €;903;1;1;0;1;a;a;780;4;2009;0;;;;Brandenburg;52,81;13,03
871;3;29.07.2015;7,591 €;522;1;1;0;1;d;c;10620;;;0;;;;Niedersachsen;53,32;10,92
872;3;29.07.2015;7,467 €;621;1;1;0;1;a;c;3860;9;2014;1;23;2015;Mar,Jun,Sept,Dec;Sachsen;51,35;14,33
873;3;29.07.2015;4,120 €;421;1;1;0;1;a;a;2040;11;2008;0;;;;Thueringen;51,13;10,23
874;3;29.07.2015;4,384 €;450;1;1;0;1;a;a;3210;;;0;;;;Sachsen-Anhalt;52,36;11,16
875;3;29.07.2015;4,936 €;415;1;1;0;1;d;a;5070;11;2007;1;18;2015;Feb,May,Aug,Nov;Nordrhein-Westfalen;51,61;6,32
876;3;29.07.2015;0 €;0;0;1;0;1;a;a;21790;4;2005;1;18;2015;Feb,May,Aug,Nov;Hessen;51,09;9,43
877;3;29.07.2015;8,508 €;1054;1;1;0;1;a;c;29190;;;0;;;;Rheinland-Pfalz;50,07;6,9
878;3;29.07.2015;9,239 €;738;1;1;0;1;d;c;1100;12;2014;0;;;;Nordrhein-Westfalen;51,55;7,21
879;3;29.07.2015;5,129 €;362;1;1;0;0;d;a;;;;1;5;2013;Feb,May,Aug,Nov;Saarland;49,35;7,27
880;3;29.07.2015;10,022 €;929;1;1;0;0;a;c;4570;;;0;;;;Bayern;50,54;10,14
881;3;29.07.2015;4,369 €;615;1;1;0;1;a;a;180;3;2008;1;31;2013;Feb,May,Aug,Nov;Bayern;48,91;13,17
882;3;29.07.2015;5,910 €;716;1;1;0;1;a;a;30;4;2013;0;;;;Sachsen-Anhalt;51,96;11,13
883;3;29.07.2015;4,243 €;412;1;1;0;1;a;a;3200;6;2005;0;;;;Bayern;48,9;11,25
884;3;29.07.2015;7,361 €;656;1;1;0;0;d;c;7550;;;0;;;;Niedersachsen;52,78;8,3
885;3;29.07.2015;6,060 €;723;1;1;0;1;a;a;480;12;2005;0;;;;Rheinland-Pfalz;49,39;7,66
886;3;29.07.2015;7,226 €;630;1;1;0;1;a;c;12430;10;2004;0;;;;Brandenburg;52,74;13,88
887;3;29.07.2015;7,547 €;587;1;1;0;1;d;a;19700;;;1;37;2009;Jan,Apr,Jul,Oct;Brandenburg;52,04;12,74
888;3;29.07.2015;8,930 €;700;1;1;0;1;d;a;4450;6;2012;1;35;2012;Mar,Jun,Sept,Dec;Niedersachsen;53,24;9,17
889;3;29.07.2015;4,606 €;425;1;1;0;1;d;a;18670;12;2005;0;;;;Hessen;51,22;8,97
890;3;29.07.2015;6,725 €;462;1;1;0;0;a;a;4450;;;1;14;2011;Jan,Apr,Jul,Oct;Niedersachsen;52,45;8,24
891;3;29.07.2015;8,978 €;887;1;1;0;1;a;c;350;;;1;31;2013;Feb,May,Aug,Nov;Sachsen;51,15;14,92
892;3;29.07.2015;7,641 €;720;1;1;0;1;a;a;19370;4;2002;0;;;;Rheinland-Pfalz;49,66;6,89
893;3;29.07.2015;7,628 €;839;1;1;0;0;a;a;130;;;1;1;2013;Jan,Apr,Jul,Oct;Rheinland-Pfalz;49,74;8,33
894;3;29.07.2015;9,551 €;999;1;1;0;1;a;a;190;11;2012;0;;;;Nordrhein-Westfalen;51,16;8,73
895;3;29.07.2015;11,259 €;922;1;1;0;0;a;c;4150;;;0;;;;Brandenburg;53,15;11,82
896;3;29.07.2015;7,283 €;1100;1;1;0;1;a;c;170;9;2012;0;;;;Niedersachsen;53,1;10,88
897;3;29.07.2015;3,498 €;337;1;1;0;1;c;c;3290;1;2007;1;5;2013;Feb,May,Aug,Nov;Hessen;49,65;8,75
898;3;29.07.2015;8,233 €;743;1;1;0;1;a;a;18540;;;0;;;;Niedersachsen;53,21;10,15
899;3;29.07.2015;5,524 €;521;1;1;0;1;d;a;2590;;;1;13;2010;Jan,Apr,Jul,Oct;Bayern;50,11;10,01
900;3;29.07.2015;6,833 €;602;1;1;0;0;a;a;3920;4;2005;1;40;2014;Jan,Apr,Jul,Oct;Bayern;48,55;12,06
901;3;29.07.2015;6,562 €;528;1;1;0;1;a;c;3170;4;2014;0;;;;Sachsen-Anhalt;52,4;11,97
902;3;29.07.2015;4,842 €;550;1;1;0;0;a;a;310;5;2015;1;40;2014;Jan,Apr,Jul,Oct;Niedersachsen;52,37;10,73
903;3;29.07.2015;13,460 €;877;1;1;0;0;d;c;7290;9;2014;0;;;;Brandenburg;53,05;12,94
904;3;29.07.2015;6,429 €;481;1;1;0;0;d;c;570;7;2013;1;14;2011;Jan,Apr,Jul,Oct;Schleswig-Holstein;54,89;8,33
905;3;29.07.2015;6,916 €;1012;1;1;0;1;a;a;90;6;2014;0;;;;Niedersachsen;53,08;9,17
906;3;29.07.2015;10,556 €;1147;1;1;0;1;a;a;90;7;2010;0;;;;Sachsen-Anhalt;51,77;11,65
907;3;29.07.2015;7,083 €;817;1;1;0;1;a;c;250;;;0;;;;Thueringen;51,19;11,26
908;3;29.07.2015;4,746 €;348;1;1;0;1;a;a;1980;7;2010;1;37;2009;Jan,Apr,Jul,Oct;Niedersachsen;53,29;7,96
909;3;29.07.2015;12,140 €;1018;1;1;0;0;a;c;1680;;;1;45;2009;Feb,May,Aug,Nov;Brandenburg;51,73;13,35
910;3;29.07.2015;6,523 €;539;1;1;0;1;d;c;12480;;;1;1;2013;Jan,Apr,Jul,Oct;Bayern;49,63;9,15
911;3;29.07.2015;10,431 €;838;1;1;0;1;a;c;16490;;;0;;;;Thueringen;51,32;10,09
912;3;29.07.2015;6,496 €;759;1;1;0;1;c;c;3100;5;2010;0;;;;Thueringen;50,93;12,59
913;3;29.07.2015;11,297 €;1257;1;1;0;1;a;a;280;;;0;;;;Schleswig-Holstein;54,55;9,76
914;3;29.07.2015;9,910 €;1010;1;1;0;1;c;c;2640;4;2011;1;22;2012;Mar,Jun,Sept,Dec;Brandenburg;52,35;13,48
915;3;29.07.2015;6,758 €;468;1;1;0;0;d;c;650;3;2013;1;40;2014;Jan,Apr,Jul,Oct;Bayern;50,24;11,09
916;3;29.07.2015;6,096 €;737;1;1;0;1;a;a;90;11;2012;0;;;;Nordrhein-Westfalen;51,74;8,26
917;3;29.07.2015;7,231 €;732;1;1;0;1;a;a;7240;2;2010;0;;;;Niedersachsen;52,4;7,93
918;3;29.07.2015;5,686 €;554;1;1;0;1;a;c;18710;4;2015;0;;;;Niedersachsen;52,84;7,56
919;3;29.07.2015;6,315 €;704;1;1;0;0;a;a;2620;;;1;45;2009;Feb,May,Aug,Nov;Sachsen;51,04;14,01
920;3;29.07.2015;6,674 €;602;1;1;0;0;a;a;850;2;2012;1;40;2014;Jan,Apr,Jul,Oct;Sachsen-Anhalt;51,87;12,95
921;3;29.07.2015;8,649 €;949;1;1;0;1;a;a;840;9;2006;0;;;;Rheinland-Pfalz;50,45;7,68
922;3;29.07.2015;6,777 €;613;1;1;0;1;d;a;2110;3;2006;0;;;;Schleswig-Holstein;54,2;9,01
923;3;29.07.2015;5,251 €;637;1;1;0;1;a;a;280;9;2008;0;;;;Rheinland-Pfalz;49,41;7,78
924;3;29.07.2015;5,083 €;419;1;1;0;1;a;a;6420;4;2011;1;1;2012;Jan,Apr,Jul,Oct;Thueringen;50,47;10,75
925;3;29.07.2015;9,161 €;1283;1;1;0;0;c;a;470;3;2007;1;1;2012;Jan,Apr,Jul,Oct;Thueringen;50,71;10,65
926;3;29.07.2015;7,801 €;546;1;1;0;1;d;c;5150;3;2011;1;13;2010;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;49,46;9,26
927;3;29.07.2015;6,841 €;855;1;1;0;1;a;a;480;;;0;;;;Saarland;49,46;6,84
928;3;29.07.2015;9,209 €;689;1;1;0;1;d;c;1090;;;1;31;2013;Feb,May,Aug,Nov;Sachsen-Anhalt;51,47;11,85
929;3;29.07.2015;6,487 €;662;1;1;0;1;a;c;4820;9;2013;0;;;;Baden-Wuerttemberg;47,67;9,96
930;3;29.07.2015;7,220 €;1070;1;1;0;1;a;a;70;;;0;;;;Nordrhein-Westfalen;51,85;9,3
931;3;29.07.2015;5,558 €;662;1;1;0;1;a;c;1480;9;2011;1;1;2012;Jan,Apr,Jul,Oct;Sachsen;50,78;13,09
932;3;29.07.2015;8,830 €;778;1;1;0;0;a;a;15700;;;1;13;2010;Jan,Apr,Jul,Oct;Brandenburg;51,97;13,64
933;3;29.07.2015;8,627 €;992;1;1;0;1;a;c;6270;2;2005;0;;;;Nordrhein-Westfalen;51,04;7,04
934;3;29.07.2015;6,778 €;619;1;1;0;1;a;c;5460;;;1;14;2011;Jan,Apr,Jul,Oct;Rheinland-Pfalz;49,87;7,88
935;3;29.07.2015;6,702 €;604;1;1;0;1;a;c;22350;6;2010;0;;;;Brandenburg;52,41;12,3
936;3;29.07.2015;6,790 €;824;1;1;0;1;a;a;580;2;2008;0;;;;Bayern;47,65;10,98
937;3;29.07.2015;8,422 €;599;1;1;0;1;d;a;2810;;;1;10;2014;Jan,Apr,Jul,Oct;Hessen;51,24;9,26
938;3;29.07.2015;9,598 €;893;1;1;0;1;a;a;2820;9;2009;0;;;;Hessen;50,68;8,93
939;3;29.07.2015;5,979 €;544;1;1;0;1;d;a;1340;;;0;;;;Rheinland-Pfalz;50,23;6,66
940;3;29.07.2015;7,953 €;770;1;1;0;1;d;c;6470;9;2012;0;;;;Bayern;48,43;11,86
941;3;29.07.2015;6,479 €;622;1;1;0;0;a;a;1200;12;2011;1;31;2013;Jan,Apr,Jul,Oct;Hessen;50,47;9,23
942;3;29.07.2015;6,914 €;468;1;1;0;1;d;c;6860;;;1;18;2011;Jan,Apr,Jul,Oct;Bayern;49,31;10,94
943;3;29.07.2015;6,970 €;571;1;1;0;1;d;c;18020;;;0;;;;Niedersachsen;53,49;8,92
944;3;29.07.2015;8,561 €;1348;1;1;0;1;c;a;1670;7;2015;0;;;;Sachsen;51,36;12,85
945;3;29.07.2015;4,618 €;527;1;1;0;1;a;c;12480;3;2011;0;;;;Nordrhein-Westfalen;51,31;6,41
946;3;29.07.2015;4,694 €;504;1;1;0;1;a;a;2220;12;2011;1;14;2015;Jan,Apr,Jul,Oct;Niedersachsen;52,17;8,3
947;3;29.07.2015;9,025 €;1198;1;1;0;0;a;a;460;3;2014;1;13;2010;Jan,Apr,Jul,Oct;Thueringen;50,49;11,84
948;3;29.07.2015;8,298 €;1945;1;1;0;0;b;b;1430;;;0;;;;Baden-Wuerttemberg;49,1;9,68
949;3;29.07.2015;6,086 €;546;1;1;0;1;a;a;870;3;2006;0;;;;Hessen;51,15;9,03
950;3;29.07.2015;7,431 €;635;1;1;0;0;a;a;8460;11;1994;0;;;;Bayern;48,21;10,11
951;3;29.07.2015;7,835 €;619;1;1;0;1;d;c;710;;;1;40;2011;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;51,32;6,63
952;3;29.07.2015;6,522 €;512;1;1;0;0;d;c;6300;10;2013;0;;;;Baden-Wuerttemberg;47,96;9,94
953;3;29.07.2015;6,191 €;525;1;1;0;1;a;a;19830;4;2006;1;22;2011;Mar,Jun,Sept,Dec;Nordrhein-Westfalen;51,03;7,03
954;3;29.07.2015;7,395 €;900;1;1;0;1;a;a;390;2;2013;1;10;2014;Jan,Apr,Jul,Oct;Brandenburg;53,08;13,09
955;3;29.07.2015;5,161 €;454;1;1;0;1;d;c;1690;7;2009;1;36;2013;Mar,Jun,Sept,Dec;Bayern;49,14;10,27
956;3;29.07.2015;3,172 €;399;1;1;0;1;a;a;2330;10;2014;1;18;2011;Feb,May,Aug,Nov;Niedersachsen;52,47;7,83
957;3;29.07.2015;8,689 €;860;1;1;0;1;d;c;1420;11;2012;0;;;;Bayern;48,07;12,13
958;3;29.07.2015;3,755 €;482;1;1;0;1;a;a;440;11;2013;0;;;;Baden-Wuerttemberg;47,98;8,71
959;3;29.07.2015;7,826 €;758;1;1;0;1;a;c;1060;12;2005;0;;;;Baden-Wuerttemberg;48,7;8,39
960;3;29.07.2015;7,891 €;581;1;1;0;1;d;a;8990;;;1;31;2009;Feb,May,Aug,Nov;Niedersachsen;53,3;9,37
961;3;29.07.2015;5,923 €;578;1;1;0;1;d;c;9430;;;0;;;;Sachsen-Anhalt;51,5;11,03
962;3;29.07.2015;6,185 €;767;1;1;0;1;c;a;260;;;0;;;;Schleswig-Holstein;54,41;10,24
963;3;29.07.2015;12,594 €;993;1;1;0;1;a;c;23620;11;2013;0;;;;Nordrhein-Westfalen;51,64;8,02
964;3;29.07.2015;10,086 €;1268;1;1;0;0;a;a;270;;;1;5;2013;Feb,May,Aug,Nov;Bayern;49,46;11,21
965;3;29.07.2015;9,872 €;957;1;1;0;1;a;c;110;;;0;;;;Sachsen;50,58;12,03
966;3;29.07.2015;4,342 €;529;1;1;0;1;a;a;760;2;2008;0;;;;Nordrhein-Westfalen;50,43;6,69
967;3;29.07.2015;8,099 €;708;1;1;0;1;a;c;3560;9;2013;1;36;2013;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;48,23;10,01
968;3;29.07.2015;7,550 €;862;1;1;0;1;c;a;1190;;;0;;;;Bayern;48,67;11,02
969;3;29.07.2015;4,899 €;763;1;1;0;0;a;c;600;11;1999;1;10;2013;Jan,Apr,Jul,Oct;Schleswig-Holstein;54,23;10,97
970;3;29.07.2015;2,595 €;328;1;1;0;1;a;a;910;12;2014;1;37;2009;Jan,Apr,Jul,Oct;Hessen;50,4;9,67
971;3;29.07.2015;9,714 €;1043;1;1;0;1;c;a;1140;5;2011;1;14;2012;Mar,Jun,Sept,Dec;Bayern;49,86;9,9
972;3;29.07.2015;3,500 €;354;1;1;0;1;a;a;14960;;;0;;;;Baden-Wuerttemberg;48,47;9,97
973;3;29.07.2015;6,838 €;737;1;1;0;1;d;c;330;;;1;28;2012;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;48,08;8,1
974;3;29.07.2015;14,011 €;1699;1;1;0;0;a;a;150;3;2011;1;40;2014;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;53,86;10,85
975;3;29.07.2015;7,823 €;684;1;1;0;1;a;c;9630;;;1;14;2011;Jan,Apr,Jul,Oct;Rheinland-Pfalz;50,57;7,84
976;3;29.07.2015;7,491 €;659;1;1;0;1;a;a;4180;;;0;;;;Thueringen;50,7;10,36
977;3;29.07.2015;5,094 €;519;1;1;0;0;a;a;520;9;2005;1;13;2010;Jan,Apr,Jul,Oct;Bayern;47,94;11,23
978;3;29.07.2015;7,438 €;928;1;1;0;1;c;c;3890;;;0;;;;Sachsen-Anhalt;51,74;12,55
979;3;29.07.2015;7,017 €;600;1;1;0;1;a;c;2270;11;2005;1;14;2011;Jan,Apr,Jul,Oct;Niedersachsen;53,15;9,48
980;3;29.07.2015;7,118 €;506;1;1;0;1;a;a;4420;9;2005;0;;;;Baden-Wuerttemberg;48,39;7,95
981;3;29.07.2015;7,953 €;732;1;1;0;1;d;c;2620;11;2002;0;;;;Bayern;49,87;12,44
982;3;29.07.2015;9,492 €;729;1;1;0;1;d;a;21930;;;0;;;;Thueringen;50,78;11,36
983;3;29.07.2015;9,776 €;1191;1;1;0;1;a;a;40;3;2014;1;1;2014;Jan,Apr,Jul,Oct;Bayern;49,78;11,16
984;3;29.07.2015;7,979 €;813;1;1;0;1;c;a;440;;;1;1;2013;Jan,Apr,Jul,Oct;Brandenburg;53,26;14,09
985;3;29.07.2015;10,186 €;862;1;1;0;0;c;c;490;5;2007;1;13;2010;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;53,65;11,93
986;3;29.07.2015;5,009 €;618;1;1;0;1;a;a;620;10;2014;1;18;2014;Feb,May,Aug,Nov;Nordrhein-Westfalen;50,77;6,92
987;3;29.07.2015;6,504 €;798;1;1;0;1;c;a;1690;6;2007;0;;;;Nordrhein-Westfalen;50,94;7,97
988;3;29.07.2015;4,522 €;689;1;1;0;1;a;a;30;11;2012;0;;;;Brandenburg;52,5;14,3
989;3;29.07.2015;6,085 €;604;1;1;0;0;a;a;1640;6;2006;1;40;2011;Jan,Apr,Jul,Oct;Rheinland-Pfalz;50,74;7,9
990;3;29.07.2015;7,003 €;538;1;1;0;1;d;a;20930;;;0;;;;Brandenburg;53,34;12,14
991;3;29.07.2015;5,895 €;480;1;1;0;1;a;a;1010;;;0;;;;Mecklenburg-Vorpommern;53,57;12,09
992;3;29.07.2015;5,178 €;587;1;1;0;1;a;a;2480;7;1990;0;;;;Sachsen;51,42;12,83
993;3;29.07.2015;8,184 €;685;1;1;0;1;d;c;3460;10;2013;1;10;2014;Jan,Apr,Jul,Oct;Sachsen;51,45;14,16
994;3;29.07.2015;5,404 €;448;1;1;0;1;a;a;2290;7;2011;1;1;2012;Jan,Apr,Jul,Oct;Hessen;51,03;10,18
995;3;29.07.2015;9,967 €;750;1;1;0;1;d;a;6560;12;2013;0;;;;Hessen;51,04;8,96
